,original_sents,sentences,weights
165,"defo go back
i attended this restaurant one evening with my family before the cinema and i couldn’t recommend it enough.",defo restaurant evening family cinema i t,15.0781449727
683,"no matter where we stay in london on our next visit, we will be travelling up to swiss cottage just to eat here!",matter london visit cottage,15.0707390388
527,i know i cant be the easiest customer as i love ketchup with everything but he is always more then happy to accommodate me with anything.,i i customer ketchup everything anything,15.0597837543
1004,"find a good italian restaurant in london is not easy at all, if also cheap it is an extremely rare event!",restaurant london event,15.0596626877
563,i can't really fault this place if you want some good italian classics including pizza at a reasonable price in casual surroundings.,i place classics pizza price surroundings,15.0542823442
502,"i came to london on a day visit and stumbled across fiddie's, it provides fantastic food and great entertainment!",i day visit fiddie food entertainment,15.0379006929
35,the atmosphere was great and even sitting in front of the door didn't bother us as we felt the warmth from the oven.,atmosphere front door warmth oven,15.0288150773
490,i chose the carbonara and my partner a tuna pizza which we both wolfed down.,i carbonara partner tuna pizza,15.0202579711
164,"the decor of the restaurant is simple and modern but lacks a bit of ""ambience"".",decor restaurant bit ambience,15.0152441707
881,"authentic stone-baked pizzas and a small but very good selection of wine.it is hard to be a regular when you live 3500 miles away, but i intend to try!",pizzas selection wine.it miles,15.011084653
1035,"he also has risottos, the best pizzas outside of italy.",risottos pizzas italy,15.0047982194
102,but the carbonara and bolognese were out of this world.,carbonara bolognese world,14.9799081139
1002,the restaurant itself is quite small and has a close knit feel which really helped the atmosphere.,restaurant knit feel atmosphere,14.9615127015
1352,yesterday i was at fiddie`s with my son and his girlfriend.,yesterday i fiddie`s son girlfriend,14.9555538109
253,the most striking feature of this place is that the staff genuinely seem to be passionate about the restaurant and enjoy delivering great customer service.,feature place staff restaurant enjoy customer service,14.9552177232
349,"it's not pretentious, it's chilled, the food isn't pretentious either, it is great quality honest italian food, generous portions, great prices.",food quality food portions prices,14.9481979423
1045,"the salad was super fresh and equally as enjoyable; i actually wanted to eat it, not just a means of justifying the pizza by eating something healthy with it.",salad means pizza something,14.9284906789
310,"the food is great, the atmosphere is friendly and the prices are very reasonable.",food atmosphere prices,14.9217937936
34,small but good atmosphere with good food at very good prices.,atmosphere food prices,14.9217937936
281,fiddie's had great reviews (#1 restaurant in london on tripadvisor) and was only a few tube stops away.,fiddie reviews restaurant london tripadvisor tube,14.9025236732
610,"we, three italians, went there for dinner after reading good reviews on an italian newspaper.",italians dinner reviews newspaper,14.8834261383
681,"maria p
definitely the best restaurant in london!",maria restaurant london,14.8813934551
524,"i am not afraid to say that this guys make best italian food in uk..even better then italy :)
and allso with very good price :)
we had just gotten off a 12 day cruise where we were wined and dined in 5-star style.",i guys food price day style,14.8612024864
36,with a great atmosphere!i would recommend fiddie's italian kitchen for a lunch date or perfect for a relaxed dinner after work.,atmosphere i fiddie kitchen lunch date perfect relaxed dinner work,14.858086159
575,i am mystified why this restaurant is currently ranked 15th of all restaurants in london(prior to my review).,i restaurant restaurants london review,14.8493245914
1001,eventually i promised to visit this excellent italian restaurant again as soon as i am back in london.,restaurant i london,14.8493245914
1178,"had already booked a table at another establishment but felt wouldn't get such good food, value for money or customer care so cancelled and rebooked at fiddies.",table establishment food value money customer care fiddies,14.8218518371
441,hands down the best italian food i've had in london!,hands food i london,14.7889594517
118,the children's menu had a picture of elsa from frozen on it which was a big winner.,children menu picture elsa winner,14.7845249028
95,calamari fritti - deep fried calamari served with tartar sauceby first glance you can see that these are larger than usual calamari rings and you'll realise how it has been freshly battered and deep fried to perfection.,calamari calamari tartar sauceby glance rings perfection,14.7803686492
379,"the food was superb and all plates we finished, (eventually) the portions are very generous!!",food superb portions,14.7669087454
384,food is indeed good and good value (fresh and generous portions) but it's good value for a reason.,food value portions value reason,14.7669087454
936,"generous portions, deliciously authentic food.",portions food,14.7669087454
